Source,Target,size,Weight
Cannabinoid Research,Behavioral and Social Science,2,0.004008016
Cardiovascular,Behavioral and Social Science,14,0.028056112
Caregiving Research,Behavioral and Social Science,11,0.022044088
Cerebral Palsy,Behavioral and Social Science,5,0.01002004
Cerebrovascular,Behavioral and Social Science,8,0.016032064
Cervical Cancer,Behavioral and Social Science,1,0.002004008
Childhood Injury,Behavioral and Social Science,2,0.004008016
Childhood Obesity,Behavioral and Social Science,5,0.01002004
Chronic Liver Disease and Cirrhosis,Behavioral and Social Science,2,0.004008016
Climate Change,Behavioral and Social Science,6,0.012024048
Climate-Related Exposures and Conditions,Behavioral and Social Science,15,0.03006012
Clinical Trials and Supportive Activities,Behavioral and Social Science,43,0.086172345
Comparative Effectiveness Research,Behavioral and Social Science,19,0.038076152
Conditions Affecting the Embryonic and Fetal Periods,Behavioral and Social Science,2,0.004008016
Coronaviruses Diagnostics and Prognostics,Behavioral and Social Science,1,0.002004008
Coronaviruses Disparities and At-Risk Populations,Behavioral and Social Science,6,0.012024048
Coronaviruses Therapeutics and Interventions,Behavioral and Social Science,1,0.002004008
Cost Effectiveness Research,Behavioral and Social Science,4,0.008016032
Crohn's Disease,Behavioral and Social Science,1,0.002004008
Depression,Behavioral and Social Science,30,0.06012024
Diabetes,Behavioral and Social Science,6,0.012024048
Dietary Supplements,Behavioral and Social Science,1,0.002004008
Dissemination and Implementation Research,Behavioral and Social Science,13,0.026052104
Drug Abuse (NIDA only),Behavioral and Social Science,85,0.170340681
Eating Disorders,Behavioral and Social Science,5,0.01002004
Electronic Nicotine Delivery Systems,Behavioral and Social Science,2,0.004008016
Emergency Care,Behavioral and Social Science,11,0.022044088
Endometriosis,Behavioral and Social Science,3,0.006012024
Epilepsy,Behavioral and Social Science,3,0.006012024
Hearing Loss,Behavioral and Social Science,2,0.004008016
Heart Disease,Behavioral and Social Science,8,0.016032064
Hepatitis,Behavioral and Social Science,7,0.014028056
Hepatitis - C,Behavioral and Social Science,7,0.014028056
HPV and/or Cervical Cancer Vaccines,Behavioral and Social Science,1,0.002004008
Hypertension,Behavioral and Social Science,2,0.004008016
Infertility,Behavioral and Social Science,2,0.004008016
Inflammatory Bowel Disease,Behavioral and Social Science,1,0.002004008
Influenza,Behavioral and Social Science,3,0.006012024
Injury - Trauma - (Head and Spine),Behavioral and Social Science,3,0.006012024
Injury - Traumatic brain injury,Behavioral and Social Science,3,0.006012024
Injury (total) Accidents/Adverse Effects,Behavioral and Social Science,2,0.004008016
Intellectual and Developmental Disabilities (IDD),Behavioral and Social Science,15,0.03006012
Kidney Disease,Behavioral and Social Science,1,0.002004008
Lead Poisoning,Behavioral and Social Science,4,0.008016032
Lung Cancer,Behavioral and Social Science,2,0.004008016
Major Depressive Disorder,Behavioral and Social Science,5,0.01002004
Maternal Morbidity and Mortality,Behavioral and Social Science,1,0.002004008
Mental Health,Behavioral and Social Science,144,0.288577154
Mental Illness,Behavioral and Social Science,69,0.138276553
Methamphetamine,Behavioral and Social Science,3,0.006012024
Mind and Body,Behavioral and Social Science,20,0.04008016
Nanotechnology,Behavioral and Social Science,1,0.002004008
Nutrition,Behavioral and Social Science,14,0.028056112
Obesity,Behavioral and Social Science,9,0.018036072
Opioid Misuse and Addiction,Behavioral and Social Science,35,0.070140281
Opioids,Behavioral and Social Science,43,0.086172345
Osteoarthritis,Behavioral and Social Science,2,0.004008016
Ovarian Cancer,Behavioral and Social Science,1,0.002004008
Parkinson's Disease,Behavioral and Social Science,1,0.002004008
Pediatric AIDS,Behavioral and Social Science,1,0.002004008
Pediatric Cancer,Behavioral and Social Science,2,0.004008016
Pediatric Research Initiative,Behavioral and Social Science,5,0.01002004
Physical Activity,Behavioral and Social Science,13,0.026052104
Physical Injury - Accidents and Adverse Effects,Behavioral and Social Science,19,0.038076152
Physical Rehabilitation,Behavioral and Social Science,13,0.026052104
Post-Traumatic Stress Disorder (PTSD),Behavioral and Social Science,4,0.008016032
Prescription Drug Abuse,Behavioral and Social Science,11,0.022044088
Prostate Cancer,Behavioral and Social Science,2,0.004008016
Radiation Oncology,Behavioral and Social Science,4,0.008016032
Rehabilitation,Behavioral and Social Science,24,0.048096192
Rheumatoid Arthritis,Behavioral and Social Science,2,0.004008016
Rural Health,Behavioral and Social Science,18,0.036072144
Schizophrenia,Behavioral and Social Science,13,0.026052104
Screening And Brief Intervention For Substance Abuse,Behavioral and Social Science,1,0.002004008
Sepsis,Behavioral and Social Science,3,0.006012024
Serious Mental Illness,Behavioral and Social Science,38,0.076152305
Sexual and Gender Minorities (SGM/LGBT*),Behavioral and Social Science,4,0.008016032
Sexually Transmitted Infections,Behavioral and Social Science,3,0.006012024
Sleep Research,Behavioral and Social Science,11,0.022044088
Social Determinants of Health,Behavioral and Social Science,141,0.28256513
Stomach Cancer,Behavioral and Social Science,1,0.002004008
Stroke,Behavioral and Social Science,7,0.014028056
Substance Abuse,Behavioral and Social Science,59,0.118236473
Substance Abuse Prevention,Behavioral and Social Science,2,0.004008016
Substance Misuse,Behavioral and Social Science,50,0.100200401
Suicide,Behavioral and Social Science,14,0.028056112
Suicide Prevention,Behavioral and Social Science,3,0.006012024
Telehealth,Behavioral and Social Science,4,0.008016032
Tobacco,Behavioral and Social Science,6,0.012024048
Tobacco Smoke and Health,Behavioral and Social Science,5,0.01002004
Traumatic Brain Injury (TBI),Behavioral and Social Science,3,0.006012024
Traumatic Head and Spine Injury,Behavioral and Social Science,3,0.006012024
Underage Drinking,Behavioral and Social Science,6,0.012024048
Urologic Diseases,Behavioral and Social Science,6,0.012024048
Vascular Cognitive Impairment/Dementia,Behavioral and Social Science,1,0.002004008
Violence Research,Behavioral and Social Science,1,0.002004008
Youth Violence,Behavioral and Social Science,1,0.002004008
Antimicrobial Resistance,Biodefense,9,0.123287671
Autoimmune Disease,Biodefense,2,0.02739726
Basic Behavioral and Social Science,Biodefense,1,0.005263158
Behavioral and Social Science,Biodefense,4,0.008016032
Biomedical Imaging,Biodefense,1,0.004149378
Biotechnology,Biodefense,32,0.052545156
Cancer,Biodefense,3,0.00678733
Cardiovascular,Biodefense,1,0.008547009
Cervical Cancer,Biodefense,1,0.01369863
Coronaviruses Disparities and At-Risk Populations,Biodefense,1,0.01369863
Drug Abuse (NIDA only),Biodefense,1,0.007575758
Heart Disease,Biodefense,1,0.012987013
Hypertension,Biodefense,1,0.01369863
Immunotherapy,Biodefense,3,0.04109589
Influenza,Biodefense,6,0.082191781
Kidney Disease,Biodefense,1,0.01369863
Malaria,Biodefense,3,0.04109589
Multiple Sclerosis,Biodefense,2,0.02739726
Sepsis,Biodefense,1,0.01369863
Sexually Transmitted Infections,Biodefense,1,0.01369863
Social Determinants of Health,Biodefense,2,0.00921659
Substance Abuse,Biodefense,1,0.010989011
Tuberculosis,Biodefense,2,0.02739726
Vaccine Related (AIDS),Biodefense,2,0.02739726
West Nile Virus,Biodefense,1,0.01369863
Acquired Cognitive Impairment,Bioengineering,65,0.046263345
Acute Respiratory Distress Syndrome,Bioengineering,1,0.000711744
Aging,Bioengineering,144,0.102491103
"Alcoholism, Alcohol Use and Health",Bioengineering,10,0.007117438
ALS,Bioengineering,4,0.002846975
Alzheimer's Disease,Bioengineering,62,0.044128114
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Bioengineering,63,0.044839858
Alzheimer's Disease Related Dementias (ADRD),Bioengineering,2,0.001423488
Antimicrobial Resistance,Bioengineering,9,0.006405694
Anxiety Disorders,Bioengineering,7,0.004982206
Aphasia,Bioengineering,2,0.001423488
Arthritis,Bioengineering,22,0.015658363
Assistive Technology,Bioengineering,21,0.014946619
Asthma,Bioengineering,3,0.002135231
Atherosclerosis,Bioengineering,2,0.001423488
Attention Deficit Disorder (ADD),Bioengineering,3,0.002135231
Attention Deficit Hyperactivity Disorder (ADHD),Bioengineering,2,0.001423488
Autism,Bioengineering,12,0.008540925
Autoimmune Disease,Bioengineering,23,0.016370107
Back Pain,Bioengineering,3,0.002135231
Basic Behavioral and Social Science,Bioengineering,109,0.077580071
Behavioral and Social Science,Bioengineering,217,0.154448399
Biodefense,Bioengineering,52,0.037010676
Biomedical Imaging,Bioengineering,202,0.143772242
Biotechnology,Bioengineering,398,0.283274021
Bipolar Disorder,Bioengineering,6,0.004270463
Brain Cancer,Bioengineering,5,0.003558719
Brain Disorders,Bioengineering,212,0.15088968
Breast Cancer,Bioengineering,27,0.019217082
"Breastfeeding, Lactation and Breast Milk",Bioengineering,1,0.000711744
Cancer,Bioengineering,258,0.183629893
Cancer Genomics,Bioengineering,135,0.096085409
Cannabinoid Research,Bioengineering,1,0.000711744
Cardiovascular,Bioengineering,41,0.029181495
Caregiving Research,Bioengineering,1,0.000711744
Cerebral Palsy,Bioengineering,5,0.003558719
Cerebrovascular,Bioengineering,11,0.007829181
Cervical Cancer,Bioengineering,1,0.000711744
Childhood Leukemia,Bioengineering,1,0.000711744
Childhood Obesity,Bioengineering,1,0.000711744
Chronic Obstructive Pulmonary Disease,Bioengineering,2,0.001423488
Chronic Pain,Bioengineering,14,0.009964413
Climate Change,Bioengineering,5,0.003558719
Climate-Related Exposures and Conditions,Bioengineering,15,0.010676157
Clinical Trials and Supportive Activities,Bioengineering,41,0.029181495
Colo-Rectal Cancer,Bioengineering,10,0.007117438
Comparative Effectiveness Research,Bioengineering,11,0.007829181
Complementary and Integrative Health,Bioengineering,3,0.002135231
Conditions Affecting the Embryonic and Fetal Periods,Bioengineering,1,0.000711744
Congenital Heart Disease,Bioengineering,2,0.001423488
Congenital Structural Anomalies,Bioengineering,10,0.007117438
Coronaviruses,Bioengineering,33,0.023487544
Coronaviruses Diagnostics and Prognostics,Bioengineering,8,0.00569395
Coronaviruses Disparities and At-Risk Populations,Bioengineering,5,0.003558719
Coronaviruses Therapeutics and Interventions,Bioengineering,4,0.002846975
Cost Effectiveness Research,Bioengineering,3,0.002135231
Crohn's Disease,Bioengineering,2,0.001423488
Dementia,Bioengineering,65,0.046263345
Dental/Oral and Craniofacial Disease,Bioengineering,14,0.009964413
Depression,Bioengineering,23,0.016370107
Diabetes,Bioengineering,9,0.006405694
Dissemination and Implementation Research,Bioengineering,6,0.004270463
Drug Abuse (NIDA only),Bioengineering,44,0.031316726
Eating Disorders,Bioengineering,1,0.000711744
Emergency Care,Bioengineering,8,0.00569395
Emerging Infectious Diseases,Bioengineering,91,0.064768683
Emphysema,Bioengineering,1,0.000711744
Endocrine Disruptors,Bioengineering,7,0.004982206
Epilepsy,Bioengineering,6,0.004270463
Eye Disease and Disorders of Vision,Bioengineering,31,0.022064057
Foodborne Illness,Bioengineering,3,0.002135231
Frontotemporal Dementia (FTD),Bioengineering,1,0.000711744
Gene Therapy,Bioengineering,2,0.001423488
Genetic Testing,Bioengineering,1,0.000711744
Health Disparities,Bioengineering,117,0.083274021
Health Effects of Indoor Air Pollution,Bioengineering,3,0.002135231
Health Services,Bioengineering,66,0.046975089
Hearing Loss,Bioengineering,5,0.003558719
Heart Disease,Bioengineering,23,0.016370107
Heart Disease - Coronary Heart Disease,Bioengineering,5,0.003558719
Hematology,Bioengineering,28,0.019928826
Hepatitis,Bioengineering,3,0.002135231
Hepatitis - C,Bioengineering,3,0.002135231
HIV/AIDS,Bioengineering,33,0.023487544
Hypertension,Bioengineering,7,0.004982206
Immunization,Bioengineering,18,0.012811388
Immunotherapy,Bioengineering,22,0.015658363
Infectious Diseases,Bioengineering,133,0.094661922
Infertility,Bioengineering,1,0.000711744
Inflammatory Bowel Disease,Bioengineering,4,0.002846975
Influenza,Bioengineering,7,0.004982206
Injury - Trauma - (Head and Spine),Bioengineering,4,0.002846975
Injury - Traumatic brain injury,Bioengineering,4,0.002846975
Injury (total) Accidents/Adverse Effects,Bioengineering,3,0.002135231
Intellectual and Developmental Disabilities (IDD),Bioengineering,15,0.010676157
Kidney Disease,Bioengineering,17,0.012099644
Lead Poisoning,Bioengineering,3,0.002135231
Liver Cancer,Bioengineering,2,0.001423488
Lung,Bioengineering,43,0.030604982
Lung Cancer,Bioengineering,9,0.006405694
Lupus,Bioengineering,3,0.002135231
Lymphatic Research,Bioengineering,2,0.001423488
Lymphoma,Bioengineering,1,0.000711744
Machine Learning and Artificial Intelligence,Bioengineering,643,0.457651246
Macular Degeneration,Bioengineering,4,0.002846975
Major Depressive Disorder,Bioengineering,4,0.002846975
Malaria,Bioengineering,5,0.003558719
Maternal Morbidity and Mortality,Bioengineering,2,0.001423488
Mental Health,Bioengineering,151,0.10747331
Mental Illness,Bioengineering,47,0.033451957
Mind and Body,Bioengineering,21,0.014946619
Multiple Sclerosis,Bioengineering,4,0.002846975
Muscular Dystrophy,Bioengineering,2,0.001423488
Nanotechnology,Bioengineering,4,0.002846975
Neonatal Respiratory Distress,Bioengineering,4,0.002846975
Networking and Information Technology R&D (NITRD),Bioengineering,1262,0.596126594
Neurodegenerative,Bioengineering,102,0.072597865
Neurosciences,Bioengineering,371,0.26405694
Nutrition,Bioengineering,9,0.006405694
Obesity,Bioengineering,9,0.006405694
Opioid Misuse and Addiction,Bioengineering,12,0.008540925
Opioids,Bioengineering,17,0.012099644
Organ Transplantation,Bioengineering,1,0.000711744
Orphan Drug,Bioengineering,26,0.018505338
Osteoarthritis,Bioengineering,7,0.004982206
Osteogenesis Imperfecta,Bioengineering,1,0.000711744
Ovarian Cancer,Bioengineering,3,0.002135231
Pain Research,Bioengineering,19,0.013523132
Pancreatic Cancer,Bioengineering,6,0.004270463
Parkinson's Disease,Bioengineering,3,0.002135231
Patient Safety,Bioengineering,111,0.079003559
Pediatric Cancer,Bioengineering,10,0.007117438
Pediatric Research Initiative,Bioengineering,1,0.000711744
Physical Activity,Bioengineering,14,0.009964413
Physical Injury - Accidents and Adverse Effects,Bioengineering,18,0.012811388
Physical Rehabilitation,Bioengineering,16,0.0113879
Pneumonia,Bioengineering,12,0.008540925
Pneumonia & Influenza,Bioengineering,17,0.012099644
Post-Traumatic Stress Disorder (PTSD),Bioengineering,5,0.003558719
Precision Medicine,Bioengineering,215,0.153024911
Prescription Drug Abuse,Bioengineering,4,0.002846975
Prevention,Bioengineering,247,0.175800712
Prostate Cancer,Bioengineering,5,0.003558719
Psoriasis,Bioengineering,1,0.000711744
Radiation Oncology,Bioengineering,10,0.007117438
Rare Diseases,Bioengineering,108,0.076868327
Regenerative Medicine,Bioengineering,2,0.001423488
Rehabilitation,Bioengineering,26,0.018505338
Rheumatoid Arthritis,Bioengineering,5,0.003558719
Rural Health,Bioengineering,9,0.006405694
Schizophrenia,Bioengineering,10,0.007117438
Scleroderma,Bioengineering,1,0.000711744
Screening And Brief Intervention For Substance Abuse,Bioengineering,1,0.000711744
Sepsis,Bioengineering,7,0.004982206
Serious Mental Illness,Bioengineering,27,0.019217082
Sexual and Gender Minorities (SGM/LGBT*),Bioengineering,1,0.000711744
Sexually Transmitted Infections,Bioengineering,1,0.000711744
Sickle Cell Disease,Bioengineering,5,0.003558719
Sleep Research,Bioengineering,6,0.004270463
Social Determinants of Health,Bioengineering,67,0.047686833
Spina Bifida,Bioengineering,1,0.000711744
Stem Cell Research,Bioengineering,12,0.008540925
Stem Cell Research - Embryonic - Human,Bioengineering,3,0.002135231
Stem Cell Research - Induced Pluripotent Stem Cell,Bioengineering,6,0.004270463
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Bioengineering,6,0.004270463
Stem Cell Research - Nonembryonic - Human,Bioengineering,1,0.000711744
Stem Cell Research - Nonembryonic - Non-Human,Bioengineering,3,0.002135231
Stroke,Bioengineering,9,0.006405694
Substance Abuse,Bioengineering,29,0.020640569
Substance Abuse Prevention,Bioengineering,2,0.001423488
Substance Misuse,Bioengineering,25,0.017793594
Suicide,Bioengineering,7,0.004982206
Suicide Prevention,Bioengineering,2,0.001423488
Telehealth,Bioengineering,12,0.008540925
Tobacco,Bioengineering,1,0.000711744
Tobacco Smoke and Health,Bioengineering,1,0.000711744
Transplantation,Bioengineering,1,0.000711744
Traumatic Brain Injury (TBI),Bioengineering,3,0.002135231
Traumatic Head and Spine Injury,Bioengineering,3,0.002135231
Tuberculosis,Bioengineering,4,0.002846975
